,ANO_PROCEDIMENTO,ID_ARQUIVO,ID_LICITACAO,NOME_ARQUIVO
2756,2023,771088,772120,AtaSessaoAdjudicacao_Parte1-2_20230420102457814.pdf
2757,2023,771089,772120,AtaSessaoAdjudicacao_Parte2-2_20230420103606735.pdf
2758,2023,771090,772120,AtaHomologacao20230420150610610.pdf
2759,2023,771091,772120,PropostasProcesso_8afba801-955c-4b3d-8fd5-96b6b00aced0.pdf
2760,2023,771093,772120,ATA DE RP - PE 013.2023 - REMAC MAIS (1).pdf
2761,2023,771094,772120,ATA DE RP - PE 013.2023 - PAC SAÚDE (1).pdf
2762,2023,784670,803410,Ata_de_Registro_de_Preços_nº_010_2023.pdf
2763,2023,784671,803410,Publ. no DOM da Ata de Reg. de Preços 010_2023.pdf
2764,2023,784693,823997,EDITAL.pdf
2766,2023,784707,824015,EDITAL PE 004-2023.pdf
2767,2023,784708,824016,EDITAL 002.2023.pdf
2769,2023,784737,823897,BALANCO.PATRIMONIAL.pdf
2770,2023,784738,823897,SECAO.IX.DA.HABILITACAO.pdf
2771,2023,784795,824030,EDITAL 009 2023.pdf
2772,2023,784816,792595,ATA SESSÃO DISPUTA.pdf
2773,2023,784817,824033,LICITANET EDITAL PE SRP Nº 013_2023_MATERIAIS PEÇAS E REPOSIÇÃO DE BOMBAS E MOTORES.pdf
2774,2023,784818,824033,PUBLICAÇÃO DOM.pdf
2775,2023,784819,824033,PUBLICAÇÃO JORNALO DIA.pdf
2776,2023,784873,824047,Pregão Eletronico de nº 015-2023 - SRP Prestação de serviços de cconfecção de manilhas.pdf
2777,2023,784874,824048,Tomada de Preços nº 001-2023 - limpeza pública.pdf
2778,2023,784875,824048,LIMPEZA PÚBLICA 2023 - PARNAGUÁ (1).pdf
2779,2023,784905,782135,Pregão Presencial nº 008-2023 - SRP - Aquisição de Agua Mineral e gas repetição.pdf
2780,2023,784912,824065,PE 043.2023 - Sucos.pdf
2781,2023,784917,824066,EDITAL TRANSPORTE ESCOLAR TP 13 2023 CORRIGIDO.pdf
2782,2023,784948,823979,EDITAL PP Nº 002_2023 APLICAÇÃO DE PINTURA ARTISTICA DIRIGIDA II.pdf
2783,2023,784971,792446,Ata Total.pdf
2784,2023,785011,824083,3 EDITAL DE DISPENSA 014-2023.pdf
2785,2023,785018,813384,ATA_LICITACAO_PORTUGUES_996930.pdf
2786,2023,785019,813384,Extrato_de_Publicacao_PE_18_2023_DOE.pdf
2787,2023,785022,813384,Publicacao_Errata_PE_18_2023.pdf
2788,2023,785021,824080,EDITAL 25.pdf
2789,2023,785024,824080,DOE (2).pdf
2790,2023,785025,824080,SITEE.pdf
2791,2023,785026,824080,MURAL (2).pdf
2792,2023,785027,824080,JORNAL (3).pdf
2793,2023,785047,761812,AtaTotal_222961.pdf
2794,2023,785048,761812,DOP_EDICAO__22-5-2023_ED_481_Prefeitura_Demerval_Lobao_Atas_extrato_ata_pe_010_2023_46048244-7f50-4079-b4ee-7f94d903ecd8.pdf
2795,2023,785126,824097,6-EDITAL_PE_0392023_PMMH.pdf
2796,2023,785114,824098,Pregão Eletronico n. 015- Aquisição de enxoval.pdf
2797,2023,785116,792846,68319_Ata.pdf
2798,2023,785175,792413,LICITANET - ATA DE REALIZAÇÃO DO PREGÃO ELETRÔNICO 009-2023.pdf
2799,2023,785176,792413,HOMOLOGAÇÃO P.E 009-2023.pdf
2800,2023,785179,792413,ATA DO POSTTO AUTO APARECIDA .pdf
2801,2023,785180,792413,ATA POSTO ALIANÇA.pdf
2802,2023,785202,782382,ATA SRP.pdf
2803,2023,785204,782382,ATA.pdf
2804,2023,785216,813620,PARECER.pdf
2805,2023,785235,824115,EDITAL PE 032 2023.pdf
2806,2023,785236,824116,SEI_TJPI - 4315680 - Edital de Licitação.pdf
2807,2023,785237,824116,SEI_TJPI - 4315677 - Termo de Referência.pdf
2808,2023,785238,824116,SEI_TJPI - 4317152 - Informação (sigilo do valor estimado).pdf
2809,2023,785255,761444,Ata Final.pdf
2810,2023,785335,823898,Edital PE 027-2023.pdf
2811,2023,785340,782235,Ata Chamada Pública 001_2023.pdf
2812,2023,785346,813887,VerAtaResumida (7).pdf
2813,2023,785349,824130,EDITAL PP 05-2023.pdf
2817,2023,785370,824133,EDITAL.pdf
2818,2023,785396,792864,Concorrência 01-2023 - espaço esportivo - Jornal adiamento 2 vezes.pdf
2819,2023,747408,782150,PE 001.2023 - Mat. Elet. Ilum Pub - SRP.pdf
2820,2023,747410,782150,PE 001.2023 - Mat. Elet. Ilum Pub - SRP ASSINADA (1).pdf
2821,2023,747411,782150,PE_001-23_SRP_ARP_001-23_pag_334.pdf
2822,2023,747421,761562,ATA PE 002OK.pdf
2823,2023,747422,761562,ATA SRP 002OK.pdf
2824,2023,747445,782300,67484_Ata.pdf
2825,2023,747447,793113,2-EDITAL CHAMADA PUBLICA AGRICULTURA FAMILIAR.pdf
2827,2023,747452,793114,LEILÃO 01.2023 - EDITAL.pdf
2828,2023,747498,793128,corrig.-Edital-Pregão Eletrônico nº 026-2023-Fornec. de jogos e brinquedos p. Ass. Social-PMBJ .pdf
2831,2023,747509,792928,11 EDITAL PAVIMENTÇÃO CODEVASF_ _ OK.pdf
2832,2023,747513,793145,EDITAL PE 017-2023 (1).pdf
2834,2023,747534,793146,Edital PE 011-2023 - Aquisição de três veiculos.pdf
2835,2023,747546,782332,ATA_LICITACAO_PORTUGUES_991161.pdf
2837,2023,747558,792827,PED.ESCLAR.PEOTIVITI.pdf
2838,2023,747559,792827,PED.ESCLAR.LIBRAM.pdf
2839,2023,747568,782399,aprovacao.propostas.pdf
2840,2023,747596,793163,Edital PE 004.2023.pdf
2841,2023,747603,793164,EDITAL PDF.pdf
2847,2023,747683,761007,ATA JULGAMENTO HistoricoDeLancesPageForm (7).pdf
2848,2023,747693,793181,Edital - TP 008.2023 - Quadra. Santa Rosa.pdf
2850,2023,747696,793181,PranChas e Relatorio Fotografico Quadra.pdf
2852,2023,747698,793182,EDITAL TP 001-2023 atual.pdf
2853,2023,747699,793182,2 Memo Descritivo - OK.pdf
2855,2023,747703,792678,EDITAL_PE10_nova data.pdf
2856,2023,747760,793178,EDITAL.pdf
2857,2023,747761,793178,TR.pdf
2867,2023,733703,782391,09 CORTES - UBS - CENTRO DE APOIO SANTA HELENA.pdf
2869,2023,733710,782393,Edital de Licitação - PMI - PE 011 2023 - Materiais Gráficos.pdf
2870,2023,733774,782408,Dispensa nº 004-2023 - Edital.pdf
2872,2023,733782,782410,EDITAL PE 018-2023 FORNECIMENTO DE EQUIPAMENTOS DE INFORMATICA.pdf
2873,2023,733842,782425,EDITAL NOVO.pdf
2874,2023,733855,782427,TP N.º 002.2023 REDE DE ENERGIA.pdf
2876,2023,733912,782442,EDITAL PE 018.2023.pdf
2878,2023,733914,782444,EDITAL PDF.pdf
2884,2023,733968,782457,EDITAL PE 012-2023 AQUISIÇÃO DE CALÇADOS.pdf
2887,2023,719571,761818,EDITAL.pdf
2888,2023,719572,761818,EDITAL (1).pdf
2889,2023,719576,761820,Pregão Presencial nº 006-2023 - prestação de serviços locação de um caminhao Prancha.pdf
2890,2023,719663,761033,ATA PE 006-2023.pdf
2891,2023,719665,761835,PE 010.23 - serviço publicidade.pdf
2892,2023,719683,761350,AtaTotal_220833.pdf
2893,2023,719689,761818,EDITAL_RETIFICADO.pdf
2894,2023,719742,761852,SEI_TJPI - 3994996 - Edital de Licitação.pdf
2895,2023,719743,761852,SEI_TJPI - 3853806 - Termo de Referência.pdf
2897,2023,719747,760984,AtaTotal_218767 (1).pdf
2898,2023,719748,760984,AtaTotal_218767 (1).pdf
2899,2023,719749,760984,PropostasEletronicas_218767 (1).pdf
2900,2023,719753,750503,DM_4758_590_Milton_Brandao_Licitacao_TP_001-23_Ata_Sessao_Publica_pag_253.pdf
2901,2023,719754,761854,EDITAL PREGÃO ELETRÔNICO - 015-2023 COMUNICAÇÃO VISUAL.pdf
2904,2023,719782,761284,PE 001.2023 - Combutivel Canto.pdf
2905,2023,719794,761801,Edital PE 011-2023-.pdf
2906,2023,719796,761803,Edital PE 012-2023 -.pdf
2907,2023,719826,761869,Edital TP 04-2023 - TCE.pdf
2908,2023,719827,761869,Orçamento sem desoneração.pdf
2909,2023,719828,761869,Especificações Técnicas.pdf
2910,2023,719829,761869,Relatório Fotográfico.pdf
2911,2023,719831,761869,Dimensionamento BUEIROS.pdf
2912,2023,719832,761869,Indeice.pdf
2913,2023,719835,761871,Edital TP 13.2023.pdf
2918,2023,719860,761052,AtaParcial_219793.pdf
2919,2023,719861,761052,Homologacao_219793 (1).pdf
2920,2023,719862,761052,Adjudicacao_219793.pdf
2921,2023,719863,761052,PropostasEletronicas_219793.pdf
2922,2023,719864,761052,AtaTotal_219793.pdf
2923,2023,729869,771812,EDITAL DE ABERTURA DO PE SRP 005.2023.pdf
2924,2023,729872,771814,EDITAL DO PE SRP 007.2023.pdf
2926,2023,729933,771829,EDITAL PE 011-2023 COFFE BREAK.pdf
2927,2023,729936,760701,PROPOSTA DE PREÇOS REAJUSTADA - WILLIAN WALBER.pdf
2928,2023,729938,760701,PROPOSTA DE PREÇOS REAJUSTADA - SILVANA VERAS.pdf
2929,2023,729939,760701,PROPOSTA DE PREÇOS REAJUSTADA - FRANCISCO RANIERY.pdf
2930,2023,729940,760701,PROPOSTA DE PREÇOS REAJUSTADA - ANTONIO ALVES.pdf
2931,2023,729943,771831,COLETA DE LIXO SÃO BRAZ (1).pdf
2932,2023,729946,771831,EDITAL DE TP 001.pdf
2933,2023,729947,771831,DECLARAÇÕES.pdf
2934,2023,729988,760701,Ata de Realização do Pregão Eletrônico Nº 002-2023.pdf
2935,2023,729993,771846,EDITAL PE 008-2023 GÊNEROS ALIMENTÍCIOS MERENDA ESCOLAR.pdf
2936,2023,729994,771848,CC 001.2023- Demolição.pdf
2937,2023,730048,771865,PE Nº 003.2023 - EDITAL_LICITAÇÃO - merenda escolar.pdf
2939,2023,730066,760584,RelatorioPropostaComercial_217921.pdf
2940,2023,730067,760584,AtaTotal_217921 (1).pdf
2941,2023,730068,760584,ATA 01.2701-2023 - PE 003 - RIBEIRO & SILVA LTDA- ASSINADA.pdf
2942,2023,730069,760584,DM_4753_848_Vera_Mendes_Licitacao_PE_003-23_ARP_01.2701-23_pag_216.pdf
2943,2023,730108,760952,Ata Final.pdf
2944,2023,730121,771878,Edital - TP 006.2023.pdf
2945,2023,730122,771878,1 - Memorial Descritivo.pdf
2947,2023,730124,771878,3 - Fachada.pdf
2949,2023,730126,771878,5 - Relatório fotografico.pdf
2950,2023,730139,771863,ilovepdf_merged (45).pdf
2951,2023,730147,771880,EDITAL P.E 002.2023VÁLIDO.pdf
2952,2023,730161,761301,AtaHomologacaoassinada.pdf
2953,2023,730224,771895,Edital Pregão Eletrônico 014.pdf
2955,2023,747438,793111,EDITAL - PE 012-2023 - REPUBLICAÇÃO..pdf
2956,2023,747449,792407,ATA PE 010-2023.pdf
2957,2023,747460,793118,EDITAL PREG. ELET. 011-2023 AQUISIÇÃO DE MAT EXPEDIENTE PARA SECRETARIAS.pdf
2960,2023,747467,793018,Edital PE 018-2023.pdf
2961,2023,747468,793116,EDITAL MERCADO - REVISTO.pdf
2962,2023,747491,793082,PE 017.23 material de expediente.pdf
2963,2023,747539,793150,Edital de Licitação - PMMA - PE 004 2023 - Medicamentos.pdf
2965,2023,747542,793152,Edital de Licitação - PMMA - Chamada Pública 001 2023 - Agricultura Familiar.pdf
2969,2023,747566,782488,AtaTotal_227078.pdf
2970,2023,747610,781947,Ata Pregão 03.2023.pdf
2972,2023,747624,782145,ATA SESSÃO PÚBLICA.pdf
2973,2023,747676,793177,EDITAL PREGÃO ELETRÔNICO 004-2023 MAT DE EXPEDIENTE.pdf
2975,2023,747678,793175,EDITAL.pdf
2976,2023,747679,793175,TR.pdf
2978,2023,747704,793184,EDITAL TP 002-2023 atual.pdf
2979,2023,747706,793184,1 MEMORIAL DESCRITIVO.pdf
2980,2023,747710,793184,2 ESPECIFICAÇÕES.pdf
2981,2023,747714,793184,3 MANUTENÇÃO PREDIAL E INFRAESTR - Orçamento.pdf
2982,2023,747727,760619,ATA DE ABERTURA E JULGAMENTO DA TP 001.2023.pdf
2983,2023,747730,793186,Edital_TP 009.2023_Pavimentação.pdf
2984,2023,747731,793186,Orçamento-Santa Rosa-03-2023.pdf
2986,2023,747736,793186,Mapa de Localização.pdf
2987,2023,747742,793186,Relatório Fotográfico.pdf
2988,2023,747782,782313,VerAtaResumida.pdf
2989,2023,747805,793177,EDITAL PREGÃO ELETRÔNICO 004-2023 MAT DE EXPEDIENTE.pdf
2991,2023,747808,793177,MINUTA DE CONTRATO REF. PREG ELET 004-2023 AQUISIÇÃO MATERIAL DE EXPEDIENTE.pdf
2992,2023,747818,792884,Edital PE 016_2023.pdf
2993,2023,747827,782113,ATA DE SESSÃO PESQUISÁVEL.pdf
2995,2023,747853,761825,ATA 012-2023.pdf
2997,2023,747862,793209,EDITAL TP 01-2023 - Proc 00083.000329-2022-11.pdf
2998,2023,747867,793209,CD Licitante.zip
3000,2023,747883,793211,EDITAL 1ª CHAMADA PÚBLICA PARA MERENDA ESCOLAR - 2022.pdf
3001,2023,747885,782154,Ata PM Coronel Jose´ Dias PE 05-2023.pdf
3003,2023,747895,793216,EDITAL TP MEIOS FIOS  TP 06.pdf
3005,2023,747897,793216,bdi drenagem.pdf
3008,2023,747921,761362,Ata da Sessão Final - CP n° 003 de 2023 (Sist Abast de Água).pdf
3009,2023,747928,792773,DM_4793_343_Joao_Costa_Licitacao_PE_007-23_Extrato_Contrato_pag_304.pdf
3011,2023,784405,823968,EDITAL PREGÃO ELETRONICO 027-2023 SERVIÇOS TRANSPORTE ESCOLAR (1).pdf
3012,2023,784415,792675,Ata de Resultado TP001 - 2023.pdf
3013,2023,784416,792675,Relatório - Cobertura de Quadra - Manoel Matias.pdf
3014,2023,784436,813842,ATA - RESULTADO DE 018 2023.pdf
3015,2023,784437,813842,PROPOSTA DE 018 2023.pdf
3016,2023,784471,823970,EDITAL PE 027 AQUISIÇÃO DE PEÇAS AUTOMOTIVAS.pdf
3017,2023,784541,793143,16 RELATORIO DE VENCEDORES.pdf
3018,2023,784578,760785,ilovepdf_merged (3) (1).pdf
3019,2023,784579,760785,ilovepdf_merged (4) (1).pdf
3020,2023,784587,813365,25011301 (1)RELATORIO.pdf
3021,2023,784606,823993,PE 011.2023 - serviços médicos lote 03.pdf
3022,2023,784613,823995,010-2023 EDITAL  PE.pdf
3024,2023,784628,824000,EDITAL PE 031 2023.pdf
3026,2023,784631,823827,EDITAL PE 010_2023 REALIZAÇÃO DE EXAMES DE ULTRASSOM E DE IMAGEM DIA 01_06_2023 09_30.pdf
3027,2023,784635,782490,ATA FINAL DO PE 010_000810.pdf
3028,2023,784650,761623,ATA SRP (2 files merged).pdf
3029,2023,784651,761623,ATA.pdf
3031,2023,784681,824004,corrig.-Edital-Pregão Eletrônico nº 020-2023-Fornec. de material odontologico-PMP.pdf
3032,2023,784682,824004,corrig.-Termo de Ref.-PE 020-2023-Forncec. de material odontologico-PMP.pdf
3033,2023,784689,772151,Ata Total.pdf
3034,2023,784710,782311,Ata PP 08-2023 .pdf
3035,2023,784721,771994,LICITANET - ATA DE REALIZAÇÃO DO PREGÃO ELETRÔNICO 006-2023.pdf
3036,2023,784722,771994,HOMOLOGAÇÃO P.E. 006-2023 (2).pdf
3037,2023,784723,771994,ATA SRP 005-2023.pdf
3038,2023,784724,771994,ATA SRP 004-2023.pdf
3039,2023,784733,782188,Ata Final - CP n° 004 de 2023 (Const CSCJ).pdf
3040,2023,784782,824027,PE 031.2023 - Peças para Bombas.pdf
3041,2023,784785,813474,69287_Ata.pdf
3042,2023,784793,824029,Edital_C._35_2023___Vicinal_Miguel_Alves___PI.pdf
3043,2023,784796,824025,2.1 EDITAL PE 023-2023.pdf
3044,2023,784807,761621,ATA PE 002 (2 files merged).pdf
3045,2023,784808,761621,SRP ATA.pdf
3046,2023,784809,761621,doc01633620230519121715.pdf
3048,2023,716871,750453,002-2023 EDITAL PE.pdf
3049,2023,716883,761249,Edital PE 015-2023 (Aquisição de Gás).pdf
3050,2023,716884,761251,EDITAL PE011.2023 -AQUISIÇÃO DE GÁS GLP P13.pdf
3051,2023,716888,761117,TP 001.2023 - Calçamento CONVENIO N° 005428.2019 - CODEVASF.pdf
3052,2023,716889,761117,Calçamento.zip
3054,2023,716935,761134,Edital PE 010-2023.pdf
3057,2023,717042,761283,Edital de Licitação - PMLA - TP 001 2023 - Pavimentação Paralelepípedo.pdf
3058,2023,717047,761283,PROJ PAV DE VIAS PUBLICAS LA 2023 (1).pdf
3059,2023,717048,761283,Art (16).pdf
3060,2023,717055,761285,EDITAL ok.pdf
3062,2023,717061,760664,TERMO DE RATIFICAÇÃO CP001-2023- ESCANEADO- PESQUISÁVEL.pdf
3063,2023,717159,761268,Edital PE 007.2023 generos alimenticios.pdf
3064,2023,717169,761300,11. Edital TP 001-2023  - Praças PF e ZL_publicação.pdf
3066,2023,712780,750370,Dispensa nº 001-2023-edital e termo de referencia.pdf
3068,2023,712790,750372,02 Edital Festejos 2023.pdf
3071,2023,712911,750387,Edital - PE 001.2023.pdf
3072,2023,712917,750389,Edital - PE 003.2023.pdf
3073,2023,712983,750404,Edital PE 004-2023.pdf
3074,2023,712992,750406,corrig.-Edital-Pregão Eletrônico nº 002-2023-Fornec. de mat. informática.-p. 2023-PMP  .pdf
3075,2023,713070,750404,Edital PE 004-2023.pdf
3077,2023,713147,750436,Edital - PE 004.2023.pdf
3078,2023,713163,750423,Edital PE 002-2023.pdf
3079,2023,713199,750453,002-2023 EDITAL PE.pdf
3080,2023,713203,750455,Edital PE 001-2023 LOCAÇÃO.pdf
3081,2023,713208,750453,002-2023 EDITAL PE.pdf
3082,2023,713249,750455,Edital PE 001-2023 LOCAÇÃO.pdf
3083,2023,713260,750470,MEMORIAL DESCRITIVO E ESPECIFICAÇÕES .pdf
3084,2023,713261,750470,ORÇAMENTO PAVIMENTAÇÃO ONERADO - 919573-21.pdf
3085,2023,713262,750470,EDITAL TP ASFALTO 001.pdf
3088,2023,713273,750406,corrig.-T. de Ref.-Pregão Eletrônico nº 002-2023- Fornec. de material de informatica.pdf
3089,2023,713284,750472,EDITAL TP Nº 002_2023 -  REFORMA E AMPLIAÇÃO DA UNIDADE ESCOLAR MURILO BRAGA.pdf
3090,2023,713285,750472,REFORMA E AMPLIAÇÃO MURILO BRAGA UNIÃO.pdf
3092,2023,713364,750487,EDITAL PUBLICAÇÕES.pdf
3093,2023,713439,750504,pregao pecas 2023.pdf
3094,2023,713448,750506,Edital PE 006-2023.pdf
3095,2023,713573,750521,Edital Pregão Eletrônico 002.pdf
3096,2023,713606,750536,Edital Pregão Eletrõnico nº 010-2023_MAT. CONSTRUÇÃO.pdf
3097,2023,713608,750536,MINUTA DE CONTRATO - PE 010-2023_MAT. CONSTRUÇÃO.pdf
3100,2023,713613,750538,EDITAL PE 001-2023 COMBUSTIVEL DOM INOCENCIO.pdf
3101,2023,713615,750540,EDITAL CARTA CONVITE 001-2023.pdf
3104,2023,713619,750538,EDITAL PE 001-2023 COMBUSTIVEL DOM INOCENCIO.pdf
3106,2023,713666,750553,2 Edital PE 004 2023 - Exames Laboratoriais.pdf
3109,2023,713725,750570,Pregão_Eletronico_nº_003-2023_generos alimenticios_Edital.pdf
3110,2023,713737,750572,Edital TP 05.2023 - MAT DE EXPEDIENTE.pdf
3116,2023,713751,750438,EDITAL CREDENCIAMENTO PRESENCIAL.pdf
3117,2023,713867,750555,Edital PE 001.2023.pdf
3118,2023,713786,750587,Edital PE 002 - 2023 material de Expediente 2023.pdf
3119,2023,713793,750589,Edital - PE 006.2023.pdf
3120,2023,713873,760547,EDIT.PE006.2023.FMS.pdf
3121,2023,713898,760549,EDITAL TOMADA DE PREÇO N° 002-2023 ABASTECIMENTO DE AGUA.pdf
3123,2023,713916,750453,002-2023 EDITAL RETIFICADO PE.pdf
3124,2023,713949,760564,EDITAL 0012023 AQUISIÇÃO DE MATERIAL GRAFICO.pdf
3125,2023,713989,760566,edital Xérox.pdf
3128,2023,714001,760581,Edital PE 02.pdf
3129,2023,714007,750487,EDITAL PUBLICAÇÕES.pdf
3130,2023,714008,760583,CARTA CONVITE  001-2023 - ESTRUTURA PARA EVENTOS.pdf
3131,2023,714045,760598,PE 001.2023 - EQUIP ODONTOLOGICOS.pdf
3132,2023,714060,760600,CC 002 - Sala de Aula na E.M Evaristo Reis - Edital.pdf
3135,2023,714134,750570,Pregão_Eletronico_nº_003-2023_generos alimenticios_Edital retificado.pdf
3136,2023,714132,760615,06. EDITAL COMBUSTÍVEIS.pdf
3137,2023,714142,760617,EDITAL CC 001.2023 - ROÇO MANUAL.pdf
3138,2023,714143,760617,ROÇO NAS MARGENS DAS ESTRADAS VICINAIS DE OLHO DAGUA DO PIAUI - Copia (1).pdf
3139,2023,717036,760986,C. PÚBLICA Nº 003 - GÊNEROS DA AGR. FAMILIAR Retificado.pdf
3140,2023,717044,761279,EDIT.PE015.2023.SEMA.pdf
3141,2023,717071,761290,edital combustivel.pdf
3142,2023,717077,761154,2 edital limpa fossa - corrigido.pdf
3143,2023,717128,761254,8.0 ORCAMENTO PAVIMENTACAO 919487.2021  SEM DESONERAÇÃO.pdf
3145,2023,717130,761254,3 MEMORIAL DESCRITIVO.pdf
3146,2023,717131,761254,4 RELATÓRIO FOTOGRÁFICO.pdf
3147,2023,717132,761254,5 ESPECIFICAÇÕES TÉCNICAS.pdf
3148,2023,717164,761297,Edital PE 04.pdf
3150,2023,717209,761315,EDITAL CARTA CONVITE Nº 001_2023.pdf
3153,2023,717215,761304,Edital PE 008-2023 (3).pdf
3154,2023,717222,761322,EDITAL PE 007-2023 GENEROS ALIMENTICIOS.pdf
3157,2023,717237,761329,EDITAL PP 007 2023.pdf
3158,2023,717258,760729,TERMO DE RATIFICAÇÃO CHAMADA - N° 003-2023 - MELHOR EM CASA.pdf
3159,2023,717259,760729,TERMO DE RATIFICAÇÃO CHAMADA - N° 003-2023 - PROF.pdf
3160,2023,717293,761347,EDITAL CP 05-2023.pdf
3162,2023,717344,761340,EDITALPE022023.pdf
3163,2023,717355,761340,CDlicitantePE022023.part1.rar
3164,2023,717356,761340,CDlicitantePE022023.part2.rar
3165,2023,717357,761340,CDlicitantePE022023.part3.rar
3166,2023,717359,761340,CDlicitantePE022023.part4.rar
3167,2023,717361,761340,CDlicitantePE022023.part5.rar
3168,2023,717375,761347,CD DO LICITANTE.zip
3169,2023,717402,761354,EDITAL PE 006-2023.pdf
3170,2023,746804,792960,EDITAL.pdf
3173,2023,746854,792974,Prega~o eletro^nico nº 017-2023 - Edital.pdf
3174,2023,746868,760561,AtaTotal_217353.pdf
3178,2023,746911,792967,EDITAL.pdf
3179,2023,746912,792967,TR.pdf
3182,2023,746915,761047,DM_4784_517_Sao_Raimundo_Nonato_Licitacao_PE_005-23_ARP_004-23_pag_36.pdf
3184,2023,746930,792999,EDITAL PUBLICAR 002.pdf
3185,2023,746954,772068,Edital Pregão Eletrônico 014.pdf
3186,2023,746969,750469,01 SOLICITAÇÃO.pdf
3187,2023,746970,750469,02 COTAÇÃO DE PREÇO 01.pdf
3188,2023,746971,750469,03 COTAÇÃO DE PREÇO 02.pdf
3189,2023,746972,750469,04 COTAÇÃO DE PREÇO 03.pdf
3190,2023,746973,750469,04 COTAÇÃO DE PREÇO 04.pdf
3191,2023,746975,750469,05 TERMO DE REFERENCIA.pdf
3192,2023,746976,750469,06 ENCAMINHAMENTO DE PROCESSO PARA PARECER JURIDICO.pdf
3193,2023,746977,750469,07 MINUTA DO EDITAL.pdf
3194,2023,746978,750469,08 PARECER JURIDICO DA MINUTA.pdf
3195,2023,746979,750469,09 EDITAL.pdf
3197,2023,746981,750469,10 RECIBO DE DIVULGAÇÃO.pdf
3199,2023,746983,750469,12 ATA DE JULGAMENTO.pdf
3200,2023,746984,750469,13 PROPOSTA READEQUADA.pdf
3201,2023,746988,750469,14 DOCUMENTAÇÃO - DISTRIMED-1.pdf
3202,2023,746989,750469,15 DECLARAÇÃO BIOMED DISTRIBUIDORA.pdf
3203,2023,746990,750469,16 TEMO DE ADJUDICAÇÃO.pdf
3204,2023,746991,750469,17 TERMO DE HOMOLOGAÇÃO.pdf
3205,2023,746993,750469,18 ATA DE REGISTRO DE PREÇOS SRP.pdf
3206,2023,746995,750469,19  EXTRATO DE PUBLICAÇÃO DA ATA DE REGISTRO DE PREÇO.pdf
3207,2023,746996,750469,20 DOTAÇÃO ORÇAMENTÁRIA.pdf
3208,2023,747016,793010,Edital Pregão Eletrônico 013-2023_EDUCAÇÃO DO CAMPO.pdf
3211,2023,747097,793024,EDITAL PE 017 2023.pdf
3213,2023,747101,793024,Cotação de Preços 001 2023 - BNC.pdf
3214,2023,747132,792985,Edital PE 021-2023.pdf
3215,2023,747141,793035,Tomada de preços nº 007-2023 -  contratação de empresa especializada na prestação de serviços aREVITALIZAÇÃO DO RIO CORRENTE.pdf
3216,2023,747142,793035,Revitalização do rio.zip
3217,2023,747169,793049,Edital PE 009.2023.pdf
3218,2023,747170,792874,6-EDITAL_PE_0242023_PMMH.pdf
3219,2023,747174,792992,Edital PE 024-2023.pdf
3221,2023,747208,793067,Edital PE 011-2023.pdf
3222,2023,747209,793067,TERMO DE REFERÊNCIA.pdf
3224,2023,747237,793074,EDITAL.pdf
3229,2023,747291,781960,EDITAL A PDF.pdf
3235,2023,747309,793085,3 EDITAL DE DISPENSA 010-2023.pdf
3236,2023,747331,793092,PE 010 MERENDA ESCOLAR .pdf
3238,2023,771095,772120,ATA DE RP - PE 013.2023 - NOGUEIRA (1).pdf
3239,2023,771096,772120,ATA DE RP - PE 013.2023 - MAURO ROBERTO (1).pdf
3240,2023,771099,813607,Chamada Publica 002-2023-Edital.pdf
3242,2023,771108,792558,ATA DE JULGAMENTO DA CP 02.2023.pdf
3243,2023,771141,813614,ART.pdf
3244,2023,771142,813614,Memorial Descritivo.pdf
3245,2023,771143,813614,Relatório Fotográfico.pdf
3248,2023,771154,761181,ATA 3 CONCORREÊNCIA 001-2023 (1).pdf
3249,2023,771164,782112,doc08247820230426132020.pdf
3250,2023,771239,813625,EDITAL.pdf
3252,2023,771262,793183,AtaTotal_231094.pdf
3253,2023,771270,813632,PE 011.2023- Enxoval.pdf
3254,2023,771283,793069,AtaTotal_230658.pdf
3255,2023,771306,813639,EDITAL CONCORRENCIA 001.pdf
3256,2023,771307,813639,praamultieventosparte1.zip
3257,2023,771308,813639,praamultieventosparte2.zip
3258,2023,771309,813639,praamultieventosparte3.zip
3259,2023,771323,813614,Edital TP 006.2023.pdf
3260,2023,771328,792883,Edital PE 013_2023.pdf
3261,2023,771350,813650,EDITAL - NOVO MED .pdf
3263,2023,771399,761363,ADJUDICAÇÃO ASSINADA PE 005.pdf
3264,2023,771400,761363,LICITANET - Termo de Homologação (3).pdf
3265,2023,771401,761363,LICITANET - ATA DE REALIZAÇÃO DO PREGÃO ELETRÔNICO.pdf
3266,2023,771402,761363,LICITANET - PROPOSTA FINAL FORNECEDOR.pdf
3267,2023,771409,813657,EDITAL.pdf
3268,2023,771413,813657,QUANTITATIVO.pdf
3270,2023,771426,803429,EDITAL CHAMADA PUBLICA RETIFICADO.pdf
3271,2023,771444,771959,ATA.pdf
3273,2023,771454,813664,EDITAL CP Nº 20-2023.pdf
3274,2023,771489,793026,ATA_LICITACAO_PORTUGUES_995141.pdf
3275,2023,771490,793026,Ata de Registro de Preços.pdf
3276,2023,771491,793026,DM_4809_173_Domingos_Mourao_Licitacao_PE_011-23_Ata_Extarto_Parcial_011-23_pag_188.pdf
